arc	source	kind	reproducible_from_committed	what	where	why
B157_metallic_exponent	main	COMPUTED	unknown	figure-eight (m=1,o=4)->k=3 exact over Q(i)	FINDINGS.md Result 3, r1_fig_sl3_o4_proof.py (listed only, not opened)	referenced as exact symbolic proof but script itself not read in this pass
B157_metallic_exponent	main	ASSERTED	no	the CORRECTION 2026-06-23 (Sage reproduces SL(3) cells; SL(5) o=5,m=1->k=2 reached by gauge-fixing)	FINDINGS.md, in-file CORRECTION appended after the original NEEDS-SPECIALIST update	the correction narrates a Sage session and a gauge-fixed Newton result but no corresponding script is listed among this arc's committed files (points to a separate arc B198, not sampled here)
B159_omega_class_dag	main	IMPORTED	yes	level counts (classes/histories/matrices) for L4-L10 match an externally-supplied export	verify_gate2_dag.py PART 1, reading the committed node/edge CSVs	the raw class/edge data originated as a cross-session handoff (not derived in this arc's own code) but the CSVs actually used are committed in the repo, so a stranger can rerun PART 1 checks against them
B159_omega_class_dag	main	ASSERTED	no	L8-L10 class structure claimed to 'rest on verified ground' by extension from the L4-L7 match	FINDINGS.md 'What was verified' PART 2 paragraph	L8-L10 themselves are NOT independently re-enumerated in this arc (PART 2 defaults to MAXLEVEL=7); the claim that they 'rest on verified ground' leans on B156's separate re-derivation of the aggregate history totals, not a fresh recount of the per-class structure at L8-L10
B160_quasicrystal_bridge_corroboration	main	COMPUTED	unknown	golden/silver/bronze spectral measure -> 0 at distinct geometric rates (0.759/0.779/0.719)	FINDINGS.md table; fib_spectrum.py, silver.py (listed only, not opened)	the two golden/silver scripts backing these specific numeric ratios were not opened in this pass; bronze's own script (bronze_indep.py) was opened and does compute its ratio numerically via a finite-grid transfer-matrix scan (not a rigorous measure-zero proof, itself flagged NUMERIC in the verification ledger table)
B161_cancellation_locus_stratification	main	IMPORTED	unknown	B156 endpoint entropy 0 (commuting cone) vs log 2 (wall-avoiding)	FINDINGS.md Result 2(c), cited as '[proved, cited]'	explicitly imported from a separate arc (B156), not recomputed here; not sampled in this pass
B167_conserved_no_scale_lemma	main	ASSERTED	no	'Lemma (3): conserved => no internal scale' — the RG/dimensional-transmutation argument (no running coupling => no internally-sourced dimensionful observable)	FINDINGS.md 'The lemma' item 3	explicitly and honestly labeled [stated]/POSTULATED in the FINDINGS.md itself, not a computed result — a logical/physical argument by analogy to RG theory, not a theorem proved in the script
B167_conserved_no_scale_lemma	main	ASSERTED	no	the five-door case analysis (dimensional transmutation, anomaly, VEV, external import, discreteness-ratio) as an exhaustive taxonomy	FINDINGS.md 'The door-map' table	explicitly labeled 'argued to be exactly five ... a taxonomy argument, not a proof of exhaustiveness' — the arc itself flags this as not a proof
B168_omega_accretion_generative	main	ASSERTED	yes (trivially)	G4: 'all emergent rates ... are dimensionless pure numbers => NO scale'	generative_pass.py G4, chk(...) called with literal Python True as the condition	the check function is invoked with a hard-coded True, i.e. it is a printed assertion dressed as a passing test, not a computation that could fail — this is a tautology, not evidence
B169_isomonodromy_flow	main	ASSERTED	yes (trivially)	P3: the Painleve 'time' s is a dimensionless modulus and the Schlesinger system is scale-free, so a physical scale would be external (Higgs field) — the 'firewall-relocation verdict'	isomonodromy.py P3, both chk() calls invoked with literal Python True as the condition	both P3 checks are chk(description, True, ...) — hard-coded pass, not computed from any dimensional-analysis routine in the script; the underlying argument (Schlesinger equations are RG-homogeneous, hence scale-free) is a standard fact about that equation family but is not itself verified computationally here, and FINDINGS.md itself labels P3 '[structural / POSTULATED]'
B170_relational_scale_leap	main	ASSERTED	yes (trivially)	L1: the Machian and external readings give the same dimensionless math, so no internal computation can distinguish them	relational_scale.py L1, chk() called with literal Python True	hard-coded True condition; FINDINGS.md explicitly labels L1 '[structural]', an observation not a computed result
B173_gaplabel_rank_reduction	main	IMPORTED	unknown	the gap-labeling theorem itself (Johnson-Moser 1982, Bellissard, Damanik-Fillman 2022) is cited, not proved in-repo	FINDINGS.md 'The reduction (KNOWN-THEOREM)'	explicitly labeled a citable external theorem; repo does not re-derive it, correctly labeled as such.
B176_golden_privilege	main	ASSERTED	unknown	tie to project's P000 'phi maximally resists the trivial' anchor is explicitly marked a one-way [RHYME], not a derivation	FINDINGS.md 'Honest scope'	explicitly and correctly labeled non-derivational; this is exactly the kind of IDENTIFICATION_BY_TYPE the seat should watch, but here it is self-flagged rather than smuggled in.
B177_metabolism_test	main	IMPORTED	no (for this arc alone)	active kappa>2 Cantor/horseshoe (positive entropy) is CITED from B163/B165, not re-demoed here	metabolism_test.py C4 / FINDINGS.md	explicitly not re-computed in this script; script only checks a fixed point, and states honestly that divergence diagnostics were flagged unreliable by B165 so are deliberately not repeated here — a stranger reading only this arc's file cannot reproduce the horseshoe claim.
B178_perturbative_mechanism	main	FITTED	yes	golden Diophantine-amplification heuristic (dressing lead >> linear D-lead)	perturbative_mechanism.py C3	explicitly labeled 'a plausible heuristic, not a derivation' in both the script docstring and FINDINGS.
B179_metallic_numbers_unified	main	ASSERTED	unknown	do-not-conflate boundary: Schrodinger coupling lambda, Fricke modulus lambda-tilde, and gap-labeling IDS are distinct from lambda_m	FINDINGS.md 'The honest boundary (MB12)'	a conceptual/definitional claim, not itself a computation, but consistent with definitions used across cited arcs B175/B148/B178.
B180_two_faces_dictionary	main	ASSERTED	yes	cusp-gluing fork values and potential-weaving gap labels are of different mathematical type (trace values vs IDS fractions) and must not be conflated	two_faces.py C3 / FINDINGS.md fence	logically checked in-script (glue values < -1, weave label in (0,1)).
B181_criticality_scale	main	ASSERTED	unknown	criticality of metallic operator explains scale-freeness; a finite length appears only off the metallic class and remains dimensionless	FINDINGS.md C3	an interpretive synthesis built on the computed C1/C2 results, not itself a separate computation.
B182_multiplicity_selection	main	ASSERTED	unknown	selection-to-unique is claimed to be a 'constraint' (gluing) phenomenon rather than a superposition one, and the constraint side's large-N generalization is NEEDS-SPECIALIST	FINDINGS.md 'The fence' section	a conceptual claim built on cited B174/B131 results (already reviewed above), not independently re-derived here.
B183_open_collective_arrow	main	ASSERTED	unknown	the threshold is dimensionless (lattice units) and the arrow is externally sourced, so scale stays external and the arrow is not self-generated	FINDINGS.md C4	an interpretive/firewall conclusion built on the computed C1-C3 results.
B184_symmetry_gauge_door	main	IMPORTED	unknown	'SL(2,Z) is a duality not a gauge group' is reused from B150/L14, not re-derived here	FINDINGS.md 'Scope/honesty'	explicitly flagged as reused from a different arc (B150), not independently checked by this reader.
B185_constraint_selection	main	IMPORTED	unknown	the kappa-fork 'multiplies under composition' and 'grows' is reused from B174, not recomputed here	FINDINGS.md C3/C4	explicitly stated as reusing B174's result rather than a new gluing computation in this arc.
B186_hyperbolicity_certification	main	ASSERTED	unknown	the rigorous off-axis uniform-hyperbolicity proof itself remains NEEDS-SPECIALIST; only numerical certification is claimed	FINDINGS.md C4	explicit and correct scoping of what is and is not established.
B187_interacting_open_collective	main	ASSERTED	unknown	the genuinely-interacting thermodynamic-N regime (large-N driven-dissipative/MBL) is explicitly NOT reached; ED caps at small N	FINDINGS.md 'Scope/honesty'	honest scope statement about the limits of exact diagonalization.
B188_lindblad_dissipative	main	ASSERTED	unknown	genuinely-interacting many-body Lindblad dynamics remains NEEDS-SPECIALIST (single-particle sector only tested)	FINDINGS.md 'Scope/honesty'	honest scope disclosure.
B197_figure_eight_volume_torsionfree	main	COMPUTED	unknown	C1/C3/C4 volumes, homology, Chern-Simons via SnapPy (b++LR=m004, m003 torsion tie, chiral CS=+-1/48)	volume_selection.py L75-111	gated on SnapPy being importable (`HAVE_SNAPPY`); if SnapPy is unavailable the script only prints recorded constants and skips the actual computation -- a stranger without SnapPy installed cannot independently verify C1/C3/C4, only C2
B198_metallic_exponent_CAS	main	COMPUTED	unknown	SL3 o3->k=4, o4->k=3 exact over Q(zeta_o)	sage_groebner.py L59-73	requires sage-python (not the pyenv runner) to execute; the FINDINGS explicitly flags this as a separate tooling requirement, but the ideal/Groebner computation itself is exact and deterministic once Sage is available
B199_metallic_exponent_law	main	ASSERTED	no	SL(5) exact-symbolic proof exhausted across 4 routes (R1-R4), all wall out at named computational limits (600s Groebner cap etc.)	workflow_result.json (multi-agent workflow output, 769 lines)	the negative-exhaustion claims (Groebner non-termination, empty F_p Newton basin) are reported inside a large workflow_result.json produced by a 113-agent, ~4.5M-token workflow run; the underlying failed computations (e.g. Singular GB attempts that timed out) are not independently re-runnable from the repo as committed scripts -- only the consolidated JSON summary is committed, not raw logs of the failed attempts
B201_silver_sl3_charvar	main	COMPUTED	unknown	Fix(T_1^2) reproduces B71's 3 components (validation); Fix(T_2^2) gives 4 components incl. new comp3	charvar.sage (full file)	requires sage-python to run (Sage's PolynomialRing/ideal/minimal_associated_primes); the exact Groebner decomposition is deterministic once Sage is available, but no committed data witness (e.g. a saved ideal dump) exists independent of re-running Sage
B206_golden_spin_cover_e8	main	ASSERTED	unknown	9 vs 5 irreps / affine E8 marks / sum-of-squares 120 and 60	golden_spin_cover.py L86-89	the irrep dimension lists (DIMS_2I, DIMS_A5) are hardcoded as 'known McKay data' rather than computed from the group in-script; only the sum-of-squares identity (= group order) is checked against them, which is consistent with but does not independently derive the specific dimension multiset from first principles in this script
B210_dual_mckay_hyperbolic	main	IMPORTED	unknown	hyperbolic invariant trace fields: golden(m004)=Q(sqrt-3), silver(m136)=Q(i), bronze(s464) deg 8, m=4(t03910) deg 4	verify_trace_fields.sage.py (Sage-gated, not run in pyenv test suite); the values are hardcoded as recorded constants HYP_TRACE_FIELDS in dual_mckay.py	the sage-python verifier script exists and is in principle runnable, but requires Sage/SnapPy which is not confirmed present in the standard CI; the load-bearing dual_mckay.py treats these field identifications as RECORDED data rather than recomputing them at runtime
B211_metallic_arithmetic_geometric_faces	main	IMPORTED	unknown	L31: metallic bundle volumes are Dehn fillings of Borromean rings complement (drilling short geodesics at m=8,10 returns 6^3_2, vol=2*v_oct)	geometric_limit_sage.py -- values are RECORDED constants (L31_DRILL dict), the live recompute path (_recompute()) requires SnapPy/sage-python and is not exercised by default	the drilling computation itself is committed as code but the reported numbers are hardcoded as recorded results from a prior sage-python run, not recomputed when the module is imported without SnapPy
B211_metallic_arithmetic_geometric_faces	main	IMPORTED	unknown	L32: every metallic bundle m=1..6 is amphichiral (CS=0)	geometric_limit_sage.py L32_CS dict, same recorded-not-recomputed status	same as above: Sage/SnapPy-gated, recorded values only
B212_silver_congruence_holonomy_shadow	main	IMPORTED	unknown	silver holonomy square-traces (tr(a^2)=2i etc.) all vanish mod (1+i), no order-3 element	shadow_holonomy_sage.py -- values RECORDED as constants (SILVER_SQUARE_TRACES), the _recompute() function needs snappy/snap and is not run by default	Sage/SnapPy-gated; not exercised in a plain pyenv run
