arc	source	kind	reproducible_from_committed	what	where	why
B65_sl4_symbolic_jacobian	main	COMPUTED numerically then RECONSTRUCTED (rational reconstruction from mpmath dps=50 numerics at m=1..7, interpolated as degree<=4 polynomials, verified over-determined on 7 points vs the 5 needed)	yes -- jacobian_m.json is committed and probe.py loads and re-verifies it without recomputing	the full 15x15 J(m) matrix as an exact rational-polynomial-in-m matrix (committed jacobian_m.json)	frontier/B65_sl4_symbolic_jacobian/compute.py, jacobian_m.json	entries are reconstructed rationals from finite-precision numerics (worst reconstruction error ~7e-5 at m=7); this is legitimate over-determined interpolation (a real rigor argument) but the base data is numeric, not derived from first principles (the trace ring construction remains open per the arc's own text)
B65_sl4_symbolic_jacobian	main	COMPUTED (exact sympy factor() applied to the reconstructed J(m))	yes	char(J(m)) factors exactly over Z[m] into the 7 Dickson factors, verified symbolically for m=1,2,3 and matching B63/B64/B59	probe.py run_checks, verify_charpoly_at	sp.factor(J.charpoly()) is exact symbolic algebra given J(m); the caveat is entirely in whether J(m) itself is correctly reconstructed from numerics upstream
B66_sl6_tower	main	COMPUTED	yes but NUMERIC ONLY (high precision dps=60)	mult(|k|=3)=2 at SL(6), refuting max(n-d,1)=3	frontier/B66_sl6_tower/probe.py main() KEY TEST	high-precision mpmath extrapolation; matched directly to catalog roots
B66_sl6_tower	main	COMPUTED	yes	theta-split sector dims 9/6/5=35 confirmed exact	probe.py theta_split, sector_prediction	pure root-system combinatorics, exact
B66_sl6_tower	main	COMPUTED	yes	the mult=2 result is stress-tested robust across 2 word sets, 2 seeds, 3 values of m, and reproduces the known/proven SL(3)/SL(4)/SL(5) results under the identical pipeline	VALIDATION.md Tasks 1,3,4; validate.py, second_m.py, gauge.py	genuinely independent stress-tests (different word set via QR-pivot auto-selection, m=2/3 substitution, seed-stability/condition-number diagnostics) with concrete numeric outputs; this is the most thoroughly cross-validated arc in the batch
B66_sl6_tower	main	COMPUTED	yes	exact-over-Q reconstruction is NOT achievable for n=6 (honest negative)	VALIDATION.md Task 2, gauge.py Task 2 output	||dt0(seed20)-dt0(seed24)||_max = 7.3e3, directly measured, showing the Jacobian is not seed-canonical -- a genuine, well-supported negative finding, not an assertion
B67_figure_eight_apolynomial	main	COMPUTED	yes	derived A(M,L) equals the published Cooper-Long (1996) A-polynomial of the figure-eight knot, up to a monomial unit (literal equality)	frontier/B67_figure_eight_apolynomial/probe.py derived_A_polynomial, cooper_long, and the ratio check	exact sympy symbolic elimination (resultant), then exact symbolic comparison to a hardcoded literal transcription of the published Cooper-Long polynomial -- this IS an exact symbolic proof, not a numeric match, and the arc_verdict.json PROVED label is actually supported here
B67_figure_eight_apolynomial	main	COMPUTED (symbolic derivation of the identity; numeric check is a secondary sanity test, not load-bearing for the final equality)	yes	the monodromy construction and the intermediate identity kappa=tr(t)^4-5tr(t)^2+2 are exact symbolic derivations, with a numeric spot-check (~1e-15) as a sanity check only	probe.py build_rep, ML_at, main()	the final A(M,L)=Cooper-Long comparison is a symbolic sp.simplify(ratio) check, not a numeric tolerance match
B68_aj_conjecture	main	COMPUTED	yes	no homogeneous q-holonomic recursion of order<=3, Q-degree<=4 exists for the figure-eight colored Jones at generic |q|=1 (confirms V52's 'no order-2' result independently, numerically)	frontier/B68_aj_conjecture/cyclotomic_numeric.py nullspace_dim, main()	the null-space computation via SVD at generic |q|=1 is well-conditioned and reproducible; this is a genuine, honest negative result
B68_aj_conjecture	main	COMPUTED	yes	no exact order-2 recursion exists with Q-degree<=2 (meridian-degree<=4) -- an exact (not merely numeric) sub-result	frontier/B68_aj_conjecture/exact_recursion.py order2_recursion_exists	exact sympy linsolve over Q(q) for the Q-degree-2 case terminates and gives a trivial-only solution; higher Q-degree (>=4) is explicitly stated as computationally intractable in-house (sympy linsolve does not complete), an honest documented limitation, not a silent gap
B68_aj_conjecture	main	COMPUTED	yes	the colored Jones is q-holonomic with minimal recursion order 2 (matching A's L-degree), annihilating J_N for N=2..5	frontier/B68_aj_conjecture/probe.py minimal_recursion_order	numeric SVD null-space detection with a clean singular-value gap criterion; residuals reported explicitly per N
B69_metallic_apoly_family	main	COMPUTED	yes	F_m main components for m=1,2,4 (exact rational functions kappa(x)) and m=3 (degree-2 curve)	frontier/B69_metallic_apoly_family/metallic_apoly_family.py Fmain, cusp3	exact sympy symbolic elimination; m=1 independently PROVED via B67, m=2 cross-checked against separately-committed V33; m=3,4 not independently cross-checked outside this arc
B69_metallic_apoly_family	main	COMPUTED	yes	cusp-torsion law verified m=1..6 (cusps at x=2cos(pi/k) for a specific k-set per m)	cusp_extend_m56.py cusp_poly, kset (for m=5,6); metallic_apoly_family.py for m=1..4	exact symbolic factorization and minimal-polynomial divisibility test; a genuine exact computation, not numeric
B69_metallic_apoly_family	main	ASSERTED (a literature-based judgment call, with an explicit caveat that the primary source PDF could not be parsed for a line-by-line check)	no -- this is a literature-review conclusion, not a computation	novelty of the cusp-torsion law	frontier/B69_metallic_apoly_family/NOVELTY_CHECK.md	NOVELTY_CHECK.md's own text: 'the Baker-Petersen PDF would not parse for a line-by-line check of whether the exact 2cos(pi/k) cusp statement appears verbatim; but the framework... is unambiguously established for this family, so no novelty claim is warranted regardless' -- this is a reasoned but not fully verified literature claim
B70_trace_ring	main	COMPUTED	yes	Two-block Hessian is rank-1 (a*b*tr(X^2)) at SL(4)/SL(5) on traceless sl(n)	two_block_rank1.py (full script, exact sympy, prints RANK-1 True/False)	self-contained sympy script with symbolic setup and print of the boolean check; a stranger can run it
B70_trace_ring	main	COMPUTED	yes	e2-sector closure bound bidegree <= (3,3) on the unipotent fixed line	e2_unipotent_bound.py (full script)	exact sympy, prints bidegree per seed pair; reproducible
B70_trace_ring	main	COMPUTED	yes	generic-epsilon-series two-index content GROWS unbounded (superseded/kept as contrast)	e2_sector_closure.py:1-21 CORRECTION note	script kept deliberately as the wrong-object contrast, correction documented inline
B71_sl3_apoly	main	COMPUTED	yes	Fix(T1^2) decomposes into exactly 3 components of dim 2 (V0, W1, W2), matching published HMP/Falbel structure	probe.py (full, exact sympy factorization + Sym^2 offline check to ~1e-14 over 12 points)	self-contained exact symbolic decomposition, printed pass/fail per component
B71_sl3_apoly	main	COMPUTED	yes	Dehn-filling components literally reproduce Falbel's A-variety M^3=L / M^3L=1 to ~1e-10	peripheral.py (realize/monodromy/meridian, full script)	numerical pipeline with explicit residual reporting; reproducible with committed code
B71_sl3_apoly	main	COMPUTED	yes	M^3=L confirmed to ~1e-43 at 12 exact rational points on W1 (50-digit mpmath)	symbolic_dehn.py:67-131 (w1_highprec_residual)	exact sympy setup over Q(i), mpmath high-precision evaluation, fully committed
B71_sl3_apoly	main	COMPUTED	yes	Geometric component V0 has no tidy closed A-variety form	v0_geometric.py (full script, smallest_monomial_spread search)	numerical spread search over monomials, explicit negative result
B73_sl4_apoly	main	COMPUTED	yes	degree=rank confirmed at SL(4): M^4=L on {tr A=tr A^-1=1} component, ~1e-31/1e-39 high precision; second component gives M^3=L	dehn_filling.py (full script, degree_over_family, scalar-deviation medians printed)	numerical rep-search with explicit residual output, self-contained
B73_sl4_apoly	main	COMPUTED	unknown	Sym^3 SL(4) geometric branch reproduces Sym^3 of SL(2) monodromy to ~1e-12	probe.py:1-40 header + sym_power	only the head of probe.py was sampled per mode; full verification of the Sym^3 shadow check was not read
B73_sl4_apoly	main	ASSERTED	no	no SL(4) Dehn-filling fixed-locus machinery exists yet (B48 is SL(3) only)	probe.py header comment lines 17-24	stated as an honest boundary/deferral, not something computed positively
B74_higher_spin_grading	main	COMPUTED	yes	W_N charge-conjugation grading tr((-X^T)^s)=(-1)^s tr(X^s) verified for sl(3),sl(4),sl(5) generic traceless X	probe.py:58-82 (casimir_conjugation_check)	exact sympy on generic symbolic traceless matrix, boolean-checked per degree
B74_higher_spin_grading	main	COMPUTED	yes	Dickson parity L_s(-m)=(-1)^s L_s(m) verified s=1..6	probe.py:48-55 (dickson_parity_check)	exact sympy trace computation on 2x2 metallic matrix
B74_higher_spin_grading	main	IMPORTED	no	full spectrum comparison (W_N spins vs Dickson positive powers) diverges for n>=4	probe.py:85-120 (TOWER dict, compare())	"the TOWER dict is hard-coded as ""the established tower data (firmly known n=3,4,5; B54/B63/B64/B61/B62)"" — imported from prior arcs, not recomputed here"
B75_metallic_degree_rank	main	COMPUTED	unknown	M^3=L confirmed at m=1 and m=3 (n=3), eigenvalue-form test dev ~7.5e-15 / 2.7e-15 over 8 reps each	FINDINGS.md table, presumably computed in probe.py (not directly read)	probe.py itself was not opened (packet lists it as SAMPLE/FULL but time budget led to relying on FINDINGS' numeric table); the FINDINGS text describes the method (eigenvalue-form test) in enough detail to be plausible but the script was not independently inspected in this pass
B75_metallic_degree_rank	main	COMPUTED	unknown	even-m (m=2, silver) Dehn-filling component NOT found across a 61-spectrum sweep at n=3	FINDINGS.md:49-54	same caveat — described, not independently verified against probe.py source in this pass
B76_cusp_quantum_group	main	COMPUTED	unknown	2cos(pi/k) = [2]_q identity verified k=3..8	FINDINGS.md:15-16, presumably probe.py	probe.py not directly opened this pass; the identity itself is elementary trigonometric/algebraic and plausible, but independent verification of the committed script was not done
B77_degree_rank_mechanism	main	COMPUTED	unknown	[A,B]=c*mu^n with c=(-1)^{n-1}, robust across reps/seeds, scalar-dev ~1e-10 to 1e-14	FINDINGS.md:17-24, presumably probe.py	probe.py not directly opened this pass
B77_degree_rank_mechanism	main	COMPUTED	unknown	A-to-D unification refuted: meridian eigenvalues are generic, not roots of unity, not the Dickson char(M^n) roots	FINDINGS.md:27-36	same caveat
B78_degree_rank_n5	main	COMPUTED	unknown	rep-finder validated at n=3,4 reproducing known sign law (c=+1 at n=3, c=-1 at n=4)	FINDINGS.md:16-21	probe.py not directly opened this pass
B78_degree_rank_n5	main	COMPUTED	unknown	n=5: every converged rep across many spectra is reducible (~100 converged solutions per spectrum, 0 irreducible)	FINDINGS.md:26-29	same caveat; a striking negative numeric claim worth independent rerun
B79_mn_table	main	IMPORTED	unknown	consolidation table: d(1,3)=3 exact, d(1,4)=4 numeric ~1e-39, d(3,3)=3 numeric; d(2,3), d(2,4), d(3,4) all OPEN	FINDINGS.md table lines 12-16	consolidation arc importing prior arcs' (B71/B73/B75) results into one table; probe.py itself not opened this pass
B80_sl4_adproof	main	COMPUTED	yes	char(J(m)) factors exactly as the SL(4) metallic tower (MATCH=True), reconstructed via 5-prime CRT + rational reconstruction from an exact F_p eps-series pinv-limit Jacobian	build_jm.py:140-236 (build_Jm, gate, main)	the full pipeline (modp interpolation, CRT, rational reconstruction, sympy.factor, gate check) is in one committed script with an explicit MATCH boolean printed and written to jacobian_m_crt.json
B80_sl4_adproof	main	IMPORTED	unknown	char poly identical to B65's numerically-derived jacobian_m.json (cross-arc gate)	build_jm.py:177-189 (gate_vs_b65)	depends on B65's jacobian_m.json artifact, which is outside this packet and not independently checked here
B81_sl5_adproof	main	COMPUTED	unknown	char(DT_0(4,m=1)) identical across seeds (canonical); char(DT_0(5,m=1)) scatters (24/25 coeffs differ across seeds 20/99/123)	FINDINGS.md table lines 19-22	probe.py not directly opened this pass; described as exact F_p computation
B82_consolidation	main	IMPORTED	no	synthesis table of 5 physics-bridge probes (anyons/TQC, quasicrystal spectra, j=1728/Seiberg-Witten, higher-spin/W_N, cusp-torsion/quantum group), all verdict negative or same-structure-coincidence	FINDINGS.md:53-69	"this is a synthesis/positioning arc explicitly stating ""no new theorem""; it aggregates conclusions from B28/B29/B34/B37/B53/B56/B58 etc. rather than computing anything itself"
B83_sln_apolynomial	main	COMPUTED	unknown	A_n family L=(-1)^{n-1}M^n confirmed at n=3 (~1e-10) and n=4 (~1e-12, new)	FINDINGS.md table lines 20-24	probe.py not directly opened this pass
B83_sln_apolynomial	main	ASSERTED	no	n=5 prediction L=+M^5 is UNTESTED (principal component not locatable, per B78)	FINDINGS.md:24	explicitly a prediction, not a computed result
B84_sl5_gauge_barrier	main	COMPUTED	unknown	seed-averaging over 40 seeds fails to converge char(DT_0(5,m=1)); gauge-invariant power sums tr(DT_0^k) also scatter across seeds at SL(5) but not SL(4)	FINDINGS.md:16-26	probe.py not directly opened this pass; exact F_p claimed
B85_tower_lynchpin	main	COMPUTED	unknown	Lambda^2 functoriality of the figure-eight substitution verified to ~1e-14	FINDINGS.md:18-24	probe.py not directly opened this pass
B85_tower_lynchpin	main	ASSERTED	no	char(M^2) multiplicity (1 at n=3,4; 2 at n=5,6) is a root-system fact, not a representation artifact	FINDINGS.md:26-30	stated as a structural/root-system argument rather than a direct numeric computation in the excerpt read
B86_unification_synthesis	main	ASSERTED	no	novelty positioning table: A_n family / SL(4) L=-M^4 labeled APPARENTLY_NEW pending literature check; SL(2)/SL(3) results labeled KNOWN	FINDINGS.md:24-36	"an internal (""no external contact"") novelty self-assessment, explicitly not verified against the literature"
