packet	path	outcome	certifies	depends_on	runtime_s	reason	evidence
D004	certificates/r024_lepton_character_datum.py	PASS	Checks that specific quoted marker strings appear verbatim in two banked memo/spec files (YUKAWA_CUP_PRODUCTS_308.md and YUKAWA_DOWN_RESIDUE_SPEC_308.md), then does exact integer arithmetic (mod 12 characters) to re-derive two Z/12 character vectors A and B from stated regular+extra-copy formulas, confirms a 'selected character' formula gives the coarse value 0 for both e^c and L/H_d fields at k=4,8 (with A[0]=3, B[0]=4), checks non-vacuity at k=1, and enumerates admissible tail pairs (rho,sigma) in {0,2,4,6,8} with rho+sigma=8 mod 12, getting exactly {(0,8),(2,6),(4,4)}. Explicitly states the frame-level lepton pair remains UNDETERMINED/UNRESOLVED — this is a narrow scope-limited exact-arithmetic audit, not a full resolution.	Two banked markdown files (memos/YUKAWA_CUP_PRODUCTS_308.md, documents/program-question-map/evidence/YUKAWA_DOWN_RESIDUE_SPEC_308.md) whose exact marker substrings are asserted present; hardcoded N=12 and Wilson-charge formulas (6k, 9k) as given constants from B1208/R017.	1		retained_branch_rows=[(4, 0, 3, 0, 4), (8, 0, 3, 0, 4)] coarse_character_ec=0 coarse_character_l=0 abstract_admissible_tail_pairs=[(0, 8), (2, 6), (4, 4)] frame_level_lepton_pair=UNDETERMINED b1208_three_way_fork=UNRESOLVED scope=no Cech representative, cyclic/Serre map, nonzero entry, determinant, or physical Yukawa R024 LEPTON CHARACTER DATUM: PASS
D005	certificates/r025_lepton_tail_selection/lepton_tail_selection.py	PASS	Exact modular-arithmetic (Z/12) derivation that the physical lepton/Hd Yukawa block's alternating (wedge) square is zero because both its raw B-legs reduce to the same one-dimensional Serre-tail character, distinguishing this from an independent-direction control case; parses and hardcode-checks charge/decomposition data from two committed evidence documents.	Reads certificates/r025_lepton_tail_selection/Three_gen_models_primary_excerpt.tex, memos/YUKAWA_CUP_PRODUCTS_308.md, documents/program-question-map/evidence/YUKAWA_DOWN_RESIDUE_SPEC_308.md from the worktree; hardcoded MODULUS=12 and specific character/multiplicity values asserted against those documents.	0.1		primary_charge_coefficients={'u^c': 8, 'Q': 1, 'e^c': 6, 'd^c': 2, 'L/Hd': 9} physical_lepton_pure_tail_pair=(2, 2); alternating_square=ZERO mixed_and_connecting_lepton_entries=UNEVALUATED b1208_three_way_fork=UNRESOLVED R025 LEPTON TAIL-SELECTION CORRECTION: PASS
D005	certificates/r026_yukawa_determinant_frame/determinant_frame.py	PASS	Exact symbolic (Q(zeta_12) arithmetic via a hand-built number-field class) construction of Fourier-projected Euler eigenvectors for a height-308 BCDD monad's ordered 12-ray/8-Euler frame, an exact 6x6 minor determinant (-72*zeta^2), the quotient-bundle determinant character via mod-1009 rank/determinant linear algebra, and a sparse local-determinant formula for a connecting-sector cochain (verified both exactly via a formal exterior-algebra identity and numerically mod p=1009 with randomized kernel vectors).	Reads documents/program-question-map/evidence/YUKAWA_DOWN_RESIDUE_SPEC_308.md from the worktree for marker-string checks; hardcoded Euler matrix Q_PRIME, ray permutation, Euler-character sets, PRIME=1009, ZETA_MOD=160 as fixed structural data; uses Python's Random(308026) for probabilistic determinant nonvanishing checks (not a full proof of genericity, but checked directly).	0.3		exact_Euler_minor_rows=(0, 1, 2, 3, 6, 7); determinant=-72*zeta^2 det_characters_mod12=B:6,W:11,G:7,V_twisted:0 good_prime_local_indices=(0, 1, 2, 3); nonzero_control_det=964; denominator=181 quotient_lift_invariance=PASS R026 YUKAWA DETERMINANT FRAME: PASS
D005	certificates/r027_toric_top_trace/toric_top_trace.py	PASS	Exact (Fraction-based) Cech-cohomology computation for the dP6 toric weight-zero complex showing H^2(dP6,K_dP6) is 1-dimensional, an explicit normalized dual trace 2-cycle pairing to 1 against the marked generator, and an exact Eilenberg-Zilber cross-product construction on the 36-chart dP6xdP6 product cover giving a 384-simplex product trace cycle with zero boundary that pairs to 1 with tau x tau; also runs negative controls (a planted wrong trace row is rejected).	Self-contained: no external files; hardcoded fan rays RAYS, cone structure, and the specific rational trace-cycle coefficients (e.g. 1/4 on 8 named 3-simplices) as an asserted/verified choice.	0.2		RESULT dP6 canonical weight-zero cohomology dimensions = [0, 0, 1, 0, 0, 0] RESULT factor trace(tau) = 1 DATA product trace-cycle nonzero simplex count = 384 RESULT product trace cycle has zero boundary and pairs with tau x tau as 1 RESULT order-12 factor-exchange action has product orientation sign +1 SCOPE for anticanonical Y, Tr_Y(c)=Tr_Z(delta_f(c)); constructing delta_f(c) for the 18 connecting Yukawa entries remains open
D005	certificates/r028_toric_chart_frames/toric_chart_frames.py	PASS	Exact rational-arithmetic construction of the 36 affine chart frames (ray matrices and dual/exponent frames) for the dP6xdP6 toric variety, verifying the Z_12 lattice monomial action (matrix ZETA_N), the induced ray permutation and induced chart action (order 12, three orbits of size 12), sign counts of chart orientations (18 of each), and that raw exponents equal q_D * t^u (chart-monomial) decompositions on every chart and every omitted-ray component, including negative controls for planted wrong conventions.	Self-contained: no external files; hardcoded fan data (UNIT_HEXAGON, DUAL_HEXAGON rays), the lattice action matrix ZETA_N, and expected values (EXPECTED_A_M, EXPECTED_RAY_PERMUTATION) asserted against.	0.3		RESULT exact ray permutation = (6, 7, 8, 9, 10, 11, 1, 2, 3, 4, 5, 0) RESULT induced chart action is (i,j) -> (j+1 mod 6,i), of order 12 RESULT deterministic chart-orbit representatives = (0, 1, 2) RESULT ordered-ray orientation counts = {-1: 18, 1: 18} RESULT all 49 anticanonical and 12x35 component monomials satisfy raw = q_D * t^u on every chart RESULT planted wrong ray ordering, all-positive orientation and omitted-q_D conventions are rejected
D005	certificates/r029_upstream_hostile_corrections.py	PASS	Exact Q(w) (w^2-w+1=0) algebra checks refuting/narrowing two specific upstream Gate C/D claims: (1) Gate C: three commensurator-labelled Riley SL2 representations in B324 are shown related by explicit exact intertwiners with matrix g of order 3, giving character-orbit size 1 (so a claimed 3x27 carrier is really one 2-dim carrier / 27, not 81); includes a planted-non-intertwiner negative control. (2) Gate D: the exact full-trace Markov-triple-style recurrence invariant I(x,y,z)=lambda^2+2 is verified symbolically for n=1..10, showing the object branch kappa=1+w has two sign-symmetric roots (+/-w) so the branch does not select a unique lambda, and using exact dyadic Q(w) witness points shows finite polynomial approximants at n=6,8,10 have nonempty-interior sublevel sets (contradicting a claimed ~0.8 box dimension), concluding planar box dimension 2 for the finite mask while leaving the true limiting spectrum question open.	Self-contained/stdlib only (dataclasses, fractions); hardcoded matrices g,a0,b0 and witness points; cites but does not fetch an external upstream git blob hash (c35cf7f3fad3c637d5c38019409ed08083e4faa0) and mask levels/window (6,8,10 / [-6,6]^2) as externally-checked metadata recorded, not verified, by this script.	0.1		GATE_C order_three_intertwiner PASS GATE_C character_orbit_size=1 PASS GATE_D exact_full_trace_identity=lambda^2+2 PASS GATE_D allowed_lambda_on_chosen_branch={+w,-w} SIGN_NOT_SELECTED GATE_D exact_in_window_interior_witnesses=(6,8,10) PASS GATE_D finite_sigma_planar_box_dimension=2 VERDICT GATE_C_ROUTE_REFUTED; GATE_D_EXACT_CORE_NARROWED; LIMIT_OPEN
D006	certificates/r030_phi_cover_specialization/phi_cover_specialization.py	PASS	Exact GF(1009) modular Bezout-identity check: for all 36 toric charts of a dP6-like fan, reconstructs 5 integral generators (a hypersurface + 4 Phi_i) from hardcoded height-308 coordinate data and hardcoded norm coefficients, reduces mod 1009, checks the payload's supplied modular multipliers literally satisfy sum(coeff_i * gen_i) = 1 in GF(1009)[x]/relations on all 36 charts (with a planted-error control that a corrupted multiplier fails), and separately checks an exact C12 chart-orbit combinatorial structure. It is an exact/literal arithmetic check, not numerical.	Bundled gzip data file r030_mod1009_cover_all36.json.gz (payload of chart rays, integral generators, Bezout coefficients) matched against a hardcoded SHA-256 hash of both the whole gzip and the generator list; hardcoded height-308 coordinate table PHI308_COORDS and NORM_COEFFICIENTS asserted to be independently derived; hardcoded prime 1009 and cyclotomic polynomial x^4-x^2+1.	3		PASS all 36 integral generator payloads reconstruct from the source-locked height-308 vector and toric frames DATA all36 gzip_sha256=2efb53af4467fedaef5177f348e2c278311c88f736e4ddb03b843c16271b081e CONTROL planted multiplier perturbation rejected on all 36 charts PASS exact C12 chart action has three length-12 orbits represented by 0,1,2 RESULT GF(1009) selected four-Phi base locus is empty on all 36 toric charts THEOREM proper-image specialization promotes it to an empty Q(zeta_12) generic base locus SCOPE coverage only: no characteristic-zero Bezout multipliers, residue row, Yukawa value or Serre-tail map
D006	certificates/r031_sparse_toric_trace/sparse_toric_trace.py	PASS	Exact-rational (Fraction) linear-algebra search over all supports of size 1..4 among 15 triangles of a dP6 chain complex (imported from R027), finds by exhaustion the unique normalized 4-triangle dual cycle (support {(0,1,2),(0,2,3),(0,3,4),(0,4,5)} each with coefficient 1/4), verifies it is a cycle pairing to 1 with tau, verifies it is homologous to R027's 8-triangle trace via an exact boundary witness, builds its 96-simplex product trace on dP6 x dP6 and checks it is a zero-boundary cycle pairing to 1, plus a planted-deletion control. Exact symbolic (Fraction) arithmetic, no numerical tolerance.	Runs certificates/r027_toric_top_trace/toric_top_trace.py via runpy and reuses its DIFFERENTIALS, BASES, TRACE, TAU, and helper functions (product_simplex, shuffle_words, shuffle_sign, alexander_whitney_top, etc.) as ground truth; re-invokes R027's own self-checks (assert_factor_complex, assert_product_trace) before proceeding.	5		DATA exhaustive rejected support counts for sizes 1,2,3 = (20, 190, 1140) RESULT minimum normalized dP6 trace support = 4 RESULT sparse trace is an exact dual cycle and pairs with tau as 1 RESULT sparse trace differs from R027 cyclic trace by an exact dual boundary RESULT sparse product trace support = 96 RESULT sparse product trace has zero boundary and pairs with tau x tau as 1 CONTROL deleting one sparse triangle breaks the cycle or normalization SCOPE computation shrinks 384 trace simplices to 96; no Yukawa entry or rank is evaluated
D006	certificates/r031a_b0_character_field/b0_character_field.py	PASS	Exact finite-group-character computation distinguishing, for the C12 character ledger B = 3*Reg(C12)+chi_0+chi_11, the isotypic chi_0-block B_0 (dimension 4, generator acting as identity/zeta_12^0) from a rank-one Q(zeta_12) module under primitive-root multiplication (whose character is the sum over the 4 units of C12, not 4*chi_0); also compares exact characteristic polynomials (t-1)^4 vs Phi_12(t)=t^4-t^2+1. All integer/tuple arithmetic, exact.	Reads the source text of certificates/r017_yukawa_primary/verify_yukawa_cup_product_308_scope.py and asserts two literal substrings are present there (treating R017 as an already-certified upstream input); otherwise self-contained hardcoded character-theory constants (N=12, unit group {1,5,7,11}).	2		RESULT B_0 generator exponents = (0, 0, 0, 0) RESULT marked C12 generator acts on B_0 by I_4 = zeta_12^0 I_4 CONTROL primitive scalar rank-one orbit = (1, 5, 7, 11) != four copies of chi_0 CONTROL Q-linear charpolys: (t-1)^4 != Phi_12(t)=t^4-t^2+1 ANSWER primitive root on B_0: none; K-rank: 4, not 1 R031A B_0 character/base-field retrieval: PASS
D006	certificates/r031b_rcft_scope/rcft_scope.py	PASS	Exact (Fraction) arithmetic/logic scope-control lemmas for an RCFT consistency argument: (1) rational numbers admit arbitrarily large finite subsets of (0,1) (rationality != finiteness); (2) Gal(Q(zeta_3)/Q) has order 2, not 3 (distinguishing it from a claimed Z/3 trinification group); (3) exhaustive exact solution of c(g_k)=6 over simply-laced WZW families A_n/D_n/E_n gives exactly 4 solutions {A2:9, A6:1, D6:1, E6:1}, with algebraic proofs (not just checks) that no further rank admits an integral solution; (4) a 21-element rational-c control family shows the WZW-restricted 4-entry list isn't RCFT-exhaustive.	Reads memos/RCFT_CONSISTENCY_SCOPE.md and asserts 6 literal marker substrings are present in it; otherwise self-contained exact arithmetic (Lie-algebra dimension/dual-Coxeter-number formulas for A_n, D_n, E6/E7/E8 hardcoded).	2		PASS rationality alone permits arbitrarily large finite subsets of (0,1) and rational midpoints RESULT Gal(Q(zeta_3)/Q) order = 2 != trinification/simple-current order 3 RESULT simply-laced WZW solutions of c=6 = [('A2', 9), ('A6', 1), ('D6', 1), ('E6', 1)] SCOPE that four-entry result is WZW-class exhaustive, not RCFT exhaustive CONTROL a rational-c family already exceeds the four-entry WZW menu: size = 21 R031B RCFT consistency-scope controls: PASS
D006	certificates/r031d_observable_quotient/observable_quotient.py	PASS	Exact (Fraction) linear-algebra lemma on a 4-dim space V = C (3-dim) + tail-line: for an alternating form vanishing on wedge^2(C), the induced pairing beta(c, lift-of-tail-generator) is checked to be independent of the choice of lift (tested against 125 distinct lift changes and a continuum-representative rescaling), the derivative/variation matrix over lift directions has rank 0, and a planted nonzero C-C block control shows the lift-independence breaks when the hypothesis is violated. Fully exact rational arithmetic, self-contained (no external data).	none (dependency-free; only imports fractions.Fraction and itertools.product from the standard library)	1		PASS beta restricted to wedge^2(C) is zero PASS induced C tensor (V/C) observable is well-defined DATA nonzero induced mixed observable = (Fraction(2, 1), Fraction(-3, 1), Fraction(5, 1)) PASS all 125 tested tail lifts give the same observable RESULT raw lift-choice dimension = 3; observable variation rank = 0 CONTROL a planted C-C term makes the lift choice observable SCOPE exact quotient lemma; no R032 characteristic-zero vanishing or physical normalization is assumed
